日	4	1	象形 Pictographic	5	ニチ、ジツ、ひ、か		nichi, jitsu	hi, ka	day; Sunday	sun; time; day, date	2	4
容	10	5	会意 Com. Ideographic	3	ヨウ	い	yoo	-	form; looks	-	2	0
校	10	1	形声 Phonetic	5	コウ	ギョウ	koo	-	school; (printing) proof; comparison; correction; investigation	-	5	0
込	5	7	国字 Original	3	こ-む、こ-める		-	ko(mu), ko(meru)	-	be crowded; requiring (a lot of work). include; load (a gun); concentrate on; devote oneself to	0	6
無	12	4	仮借 Loan	2	ム、ブ、な-い		mu, bu	na(i)	nothing, nil, negation	if there were none; were it not for; unless	3	3
反	4	3	会意 Com. Ideographic	3	ハン、[ホン]、[タン]、そ-る、そ-らす		han, [hon], [tan]	so(ru), so(rasu)	antithesis, opposite, antagonism; anti-. roll of cloth (c. 10yds.); .245 acres, 300 tsubo	warp; curve; lean backward. bend, warp	7	5
計	9	2	会意 Com. Ideographic	4	ケイ、はか-る、はか-らう	ケ、ゲ	kei	haka(ru), haka(rau)	plan, scheme, trick; total; meter, gauge	measure, gauge, weigh; fathom, sound; compute, estimate; manage, arrange, dispose of, see about, talk over	6	12
重	9	3	会意 Com. Ideographic	4	ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる		juu, choo	e, omo(i), kasa(neru), kasa(naru)	nest of boxes	pile up, heap up, add, repeat. be piled; lie on one another. heavy; massive; serious; important; severe; oppressed. double. -fold, ply	1	15
歳	13	7	象形 Pictographic	3	サイ、[セイ]	とし	sai, [sei]	-	year, age; time; occasion; opportunity; limit; vicinity	-	7	0
付	5	4	会意 Com. Ideographic	3	フ、つ-ける、つ-く		fu	tsu(keru), tsu(ku)	give to, submit to, refer to; affix, attach, append	attach, join, stick, glue, fasten; sew on; furnish (a house with); wear, put on; make an entry; appraise, set (a price); apply (ointment); bring alongside; place (under guard or a doctor); follow, shadow; add, append, affix; load; give (courage to); keep (an eye on); establish (relations or understanding). be connected with; be dyed; be stained; be scarred; be recorded; be attached to; (fires) start; follow; become allied to; accompany; study with; increase, be added to	6	37
得	11	4	会意 Com. Ideographic	3	トク、え-る、う-る		toku	e(ru), u(ru)	profit, advantage, benefit	get, acquire, acquire, find, earn, win, gain, receive; can, be able to, may; commit (sin)	3	12
資	13	5	形声 Phonetic	3	シ	もと	shi	-	resources, capital, funds; materials; data; quality, disposition; help	-	8	0
知	8	2	会意 Com. Ideographic	4	チ、し-る		chi	shi(ru)	know, acquaintance, sense	know; understand; appreciate recognize; realize; notice, sense, feel; remember; infer, gather; be concerned with	3	11
引	4	2	会意 Com. Ideographic	3	イン、ひ-く、ひ-ける		in	hi(ku), hi(keru)	draw, pull, haul, tug, jerk, drag, trail, bend, attract; lead (horses or captives); draw (lines); admit; install (utilities); quote, refer to; look up (words); subtract, reduce; apply, daub on; blunt (a sword); patronize; choose; draw (a line); catch (a cold); retreat, withdraw, retire; subside	draw, pull, haul, tug, jerk, drag, trail, bend, attract; lead (horses or captives); draw (lines); admit; install (utilities); quote, refer to; look up (words); subtract, reduce; apply, daub on; blunt (a sword); patronize; choose; draw (a line); catch (a cold); retreat, withdraw, retire; subside; close, be over; can discount; slink away	29	33
団	6	5	形声 Phonetic	2	ダン、[トン]		dan, [ton]	-	body, group, corps, gang, party, company, troupe; circle	-	8	0
疑	14	6	象形 Pictographic	3	ギ、うたが-う		gi	utaga(u)	doubt; distrust; be suspicious of	doubt; distrust; be suspicious of	3	3
画	8	2	会意 Com. Ideographic	4	ガ、カク	エ、えが	ga, kaku	-	picture, drawing, painting, sketch; stroke (in a character)	-	5	0
任	6	5	形声 Phonetic	3	ニン、まか-せる、まか-す		nin	maka(seru), maka(su)	duty, responsibility; office; mission; term	entrust to, leave to	5	2
次	6	3	象形 Pictographic	3	ジ、シ、つ-ぐ、つぎ	と	ji, shi	tsu(gu), tsugi	order, sequence; times; next; below	rank next to, come later. next; stage station, stage	5	5
品	9	3	会意 Com. Ideographic	4	ヒン、しな	ホン、ポン、ボン	hin	shina	refinement, dignity; article	article, goods, thing; quality; brand; kind, type; ways, conditions; character	3	10
売	7	2	会意 Com. Ideographic	4	バイ、う-る、う-れる	マイ、メ	bai	u(ru), u(reru)	selling	sell, deal in, betray, deceive, impose on, tell on, pick (a quarrel). be in demand, enjoy a large sale; be well known	1	10
再	6	5	象形 Pictographic	2	サイ、[サ]、ふたた-び		sai, [sa]	futata(bi)	again, twice	again, twice	2	2
産	11	4	会意 Com. Ideographic	3	サン、う-む、う-まれる、うぶ		san	u(mu), u(mareru), ubu	childbirth; product; native (of a place); fortune, property	bear, give birth to, breed, spawn; produce, yield (interest). be born	5	7
使	8	3	形声 Phonetic	4	シ、つか-う		shi	tsuka(u)	use; messenger	use; handle, manipulate; employ; need, want; spend, consume; speak (English); practice (fencing); take (one's lunch); circulate (bad money)	2	12
考	6	2	形声 Phonetic	4	コウ、かんが-える		koo	kanga(eru)	thought, consideration; research, treatise	think, consider, believe, suspect; be of the opinion; intend; expect, hope, fear; judge, conclude; imagine, suppose; regard as; be discreet; ponder over; reconsider; be prepared for; invent	4	19
利	7	4	会意 Com. Ideographic	3	リ、き-く	と	ri	ki(ku)	advantage, benefit, gain; interest; victory	take effect, do (a person) good; work, operate; tell (on one's strength); be available (bus or phone)	5	6
能	10	5	象形 Pictographic	3	ノウ	ノ、あた、よ、た	noo	-	ability, talent, skill, capacity; noh play, classical drama	-	6	0
切	4	2	会意 Com. Ideographic	4	セツ、[サイ]、き-る、き-れる		setsu, [sai]	ki(ru), ki(reru)	cut, chop, hash; carve; saw; clip, shear; slice, strip; fell, cut down; punch; sever (connections); pause, break off; disconnect, turn off; hang up; cross (a street); discount, sell below cost; shake (water) off	cut, chop, hash; carve; saw; clip, shear; slice, strip; fell, cut down; punch; sever (connections); pause, break off; disconnect, turn off; hang up; cross (a street); discount, sell below cost; shake (water) off. cut well, be sharp; break, snap; wear out; be injured; burst, collapse; break off, be disconnected; be out of; expire; sever (connections) with; sharp, shrewd; less than	22	38
際	14	5	会意 Com. Ideographic	3	サイ、きわ		sai	kiwa	time, occasion; when	side, edge, verge	3	3
害	10	4	会意 Com. Ideographic	3	ガイ		gai	-	injury, harm, damage, mischief, interference	-	5	0
電	13	2	会意 Com. Ideographic	5	デン		den	-	electricity	-	1	0
特	10	4	形声 Phonetic	4	トク		toku	-	special	-	1	0
半	5	2	象形 Pictographic	5	ハン、なか-ば		han	naka(ba)	half; odd number; semi-, hemi-, demi-	half, semi-, middle, halfway; partly	5	5
局	7	3	会意 Com. Ideographic	3	キョク	つぼね	kyoku	-	bureau, board, office; central; post office; affair; duty; situation; conclusion	-	9	0
求	7	4	象形 Pictographic	3	キュウ、もと-める	グ	kyuu	moto(meru)	want, wish for, request, demand; seek, search for; pursue (pleasure); hunt (a job); buy	want, wish for, request, demand; seek, search for; pursue (pleasure); hunt (a job); buy	9	9
車	7	1	象形 Pictographic	5	シャ、くるま		sha	kuruma	vehicle, a vehicle load	wheel; vehicle, carriage, wagon; cart, wheelbarrow; go-cart; jinricksha; van, automobile	2	10
委	8	3	会意 Com. Ideographic	2	イ、ゆだ-ねる	まか	i	yuda(neru)	entrust to, discard	entrust to, devote (oneself) to	2	2
論	15	6	形声 Phonetic	3	ロン		ron	-	argument; discourse	-	2	0
終	11	3	形声 Phonetic	4	シュウ、お-わる、お-える	つい	shuu	o(waru), o(eru)	end	end, terminate, adjourn, be over; die. finish, complete	1	7
増	14	5	形声 Phonetic	3	ゾウ、ま-す、ふ-える、ふ-やす		zoo	ma(su), fu(eru), fu(yasu)	increase	increase, add to, augment, gain; promote (health); enlarge, extend	1	7
語	14	2	形声 Phonetic	5	ゴ、かた-る、かた-らう		go	kata(ru), kata(rau)	word, speech, language, term	talk, tell, narrate, recite. chat; pledge one's troth; invite, entice; win; conspire with	4	10
領	14	5	形声 Phonetic	2	リョウ		ryoo	-	dominion, territory possession, fief; suit (of armor)	-	4	0
止	4	2	象形 Pictographic	4	シ、と-まる、と-める	や	shi	to(maru), to(meru)	stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position	stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position. check; allay (pain); fasten; turn off; detain; forbid to do; dissuade	12	19
近	7	2	形声 Phonetic	4	キン、ちか-い	ゴン、コン	kin	chika(i)	early, immediate; near, short (road), close by; akin to; nearby, bordering on, verge of, tantamount to; intimate, friendly	early, immediate; near, short (road), close by; akin to; nearby, bordering on, verge of, tantamount to; intimate, friendly	12	12
済	11	6	形声 Phonetic	3	サイ、す-む、す-ます	セイ、わた	sai	su(mu), su(masu)	end; do without; avoid; be excusable; need not	end; do without; avoid; be excusable; need not. finish up; settle (one's account); make do	5	8
料	10	4	会意 Com. Ideographic	4	リョウ		ryoo	-	charge, rate, fee; allowance; materials; measuring	-	6	0
著	11	6	形声 Phonetic	2	チョ、あらわ-す、いちじる-しい		cho	arawa(su), ichijiru(shii)	literary work	write, publish. remarkable, phenomenal	1	4
直	8	2	会意 Com. Ideographic	3	チョク、ジキ、ただ-ちに、なお-す、なお-る	た、だ	choku, jiki	tada(chini), nao(su), nao(ru)	honesty, frankness; simplicity; correctness; being straight; night duty	be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money). immediately, directly, in person	6	23
共	6	4	会意 Com. Ideographic	3	キョウ、とも		kyoo	tomo	both; neither (with neg.); all; and, as well as; including; with, together with; plural ending	both; neither (with neg.); all; and, as well as; including; with, together with; plural ending	9	9
変	9	4	会意 Com. Ideographic	3	ヘン、か-わる、か-える		hen	ka(waru), ka(eru)	change; accident, calamity; uprising; something strange	change, vary; be revised; be different; be queer; move; be transferred. vary convert; revise, amend	5	10
果	8	4	象形 Pictographic	3	カ、は-たす、は-てる、は-て	くだもの	ka	ha(tasu), ha(teru), ha(te)	fruit, reward	carry out, achieve, complete; realize, perform, fulfill; end, be finished, be exhausted; die, perish; limit, bounds, extremity, result; fate	2	16
案	10	4	形声 Phonetic	2	アン		an	-	proposition, suggestion, plan, idea; opinion; expectation; bill, draft, measure; table	-	10	0
敗	11	4	会意 Com. Ideographic	3	ハイ、やぶ-れる		hai	yabu(reru)	defeat, reversal	be defeated	2	1
原	10	2	象形 Pictographic	3	ゲン、はら		gen	hara	original, primitive	field, plain, prairie, tundra, moor, wilderness	2	6
確	15	5	形声 Phonetic	3	カク、たし-か、たし-かめる		kaku	tashi(ka), tashi(kameru)	firm, tight, hard, solid	ascertain, confirm, verify; sure, positive; accurate; reliable; sound, firm; clear, evident; genuine; able, competent; sober, sane; I think; if I remember right; certainly, doubtless; for certain	4	21
基	11	5	形声 Phonetic	2	キ、もと、もとい		ki	moto, motoi	radical (in chemistry); counter for lanterns, wreaths, motors, silos, and heavy machines; foundation; fundamentals; basis	basis, foundation, origin	9	3
職	18	5	形声 Phonetic	3	ショク		shoku	-	employment, work, job, office	-	4	0
少	4	2	象形 Pictographic	4	ショウ、すく-ない、すこ-し		shoo	suku(nai), suko(shi)	few; small; young	a small quantity, a little; a few; something; a little while; a short distance. few, a little, scarce, insufficient, seldom	3	11
優	17	6	形声 Phonetic	3	ユウ、やさ-しい、すぐ-れる	ウ	yuu	yasa(shii), sugu(reru)	actor; superiority; gentleness	excel, surpass; have advantages over; be excellent. gentle, tender, graceful, affectionate, kind, amiable, suave	3	11
午	4	2	象形 Pictographic	5	ゴ	うま	go	-	11 a.m.-1 p.m.; 7th zodiac sign	-	2	0
始	8	3	形声 Phonetic	4	シ、はじ-める、はじ-まる		shi	haji(meru), haji(maru)	beginning	begin, start, open; date from; (season) sets in; arise, break out; originate in. begin, open, start, originate, inaugurate, initiate	1	14
減	12	5	形声 Phonetic	2	ゲン、へ-る、へ-らす		gen	he(ru), he(rasu)	decrease, decline	decrease, dwindle, subside; wear and tear; get hungry. reduce, decrease, shorten, curtail; be hungry	2	10
営	12	5	形声 Phonetic	2	エイ、いとな-む		ei	itona(mu)	camp, performing	perform (ceremoies); build; conduct (business); follow (a profession), operate (a store)	2	5
昨	9	4	形声 Phonetic	3	サク	きのう	saku	-	the past; yesterday, last (year)	-	3	0
信	9	4	会意 Com. Ideographic	3	シン	の	shin	-	truth; faith, fidelity, sincerity; trust, confidence, reliance	-	7	0
億	15	4	形声 Phonetic	2	オク		oku	-	100,000,000	-	1	0
私	7	6	会意 Com. Ideographic	4	シ、わたくし、わたし		shi	watakushi, watashi	I; private affairs	I, myself, private (affairs)	2	3
係	9	3	会意 Com. Ideographic	3	ケイ、かか-る、かかり		kei	kaka(ru), kakari	duty; person in charge	duty; person in charge; is the work of	2	3
過	12	5	形声 Phonetic	3	カ、す-ぎる、す-ごす、あやま-つ、あやま-ち	よぎ	ka	su(giru), su(gosu), ayama(tsu), ayama(chi)	excess; error	pass, go past; elapse; exceed; spend; tide over; go through; live, (eat) too much; err; fault, error, indiscretion	2	13
住	7	3	形声 Phonetic	4	ジュウ、す-む、す-まう		juu	su(mu), su(mau)	dwelling, living	live, reside, inhabit	2	3
試	13	4	形声 Phonetic	4	シ、こころ-みる、ため-す		shi	kokoro(miru), tame(su)	testing	try, attempt. experiment, test, sample	1	5
応	7	5	形声 Phonetic	2	オウ、こた-える		oo	kota(eru)	yes, all right	respond, answer; be affected by (pain or stimulation); be effective	2	4
別	7	4	会意 Com. Ideographic	4	ベツ、わか-れる		betsu	waka(reru)	divide, split, separate; isolate; distribute, share; distinguish; spare	branch off, diverge from, fork; split; be divided; part with; be divorced; bid farewell; break up, disperse, scatter	8	11
可	5	5	会意 Com. Ideographic	3	カ		ka	-	good, passable; approval; safe to say, ability to do	-	5	0
番	12	2	象形 Pictographic	3	バン	つが	ban	-	watch, guard; duty; number; order; size, game, round, turn, bout	-	10	0
軍	9	4	象形 Pictographic	2	グン	いくさ	gun	-	army, force, troops	-	3	0
価	8	5	形声 Phonetic	2	カ、あたい		ka	atai	price, cost, value, worth	price, cost, value, worth	4	4
食	9	2	象形 Pictographic	5	ショク、[ジキ]、く-う、く-らう、た-べる	は	shoku, [jiki]	ku(u), ku(rau), ta(beru)	food, provisions; eating, meal; appetite	eat; subsist on; support oneself; consume; get (a scolding); encroach; bite at, gnaw at; (shoes) pinch; be cheated. drink; receive (a blow)	5	12
転	11	3	形声 Phonetic	4	テン、ころ-がる、ころ-げる、ころ-がす、ころ-ぶ	うた	ten	koro(garu), koro(geru), koro(gasu), koro(bu)	turn, remove, change	roll over, tumble; lie down (on the lawn); be convulsed (with laughter). knock down. fall down	3	6
役	7	3	会意 Com. Ideographic	3	ヤク、エキ		eki, yaku	-	war, campaign, battle, expedition; exacted unpaid labor. office, post, position, appointment, duty; role; use, service, help	-	14	0
身	7	3	象形 Pictographic	3	シン、み		shin	mi	body; person; the quick; one's station in life; self; heart, soul, mind; ability; flesh, meat; life; blade; container; garment width	body; person; the quick; one's station in life; self; heart, soul, mind; ability; flesh, meat; life; blade; container; garment width	15	15
運	12	3	形声 Phonetic	4	ウン、はこ-ぶ		un	hako(bu)	destiny, fate, lot, fortune, luck	transport, carry; progress, advance	5	4
有	6	3	会意 Com. Ideographic	4	ユウ、ウ、あ-る	ま	yuu, u	a(ru)	possession. being, existence	there is, have, exist; occur; be located, be contained in; (it) measures; happen; be found; be held; consist of	3	11
流	10	3	会意 Com. Ideographic	3	リュウ、[ル]、なが-れる、なが-す		ryuu, [ru]	naga(reru), naga(su)	current; counter for flags	flow, trickle, ooze, drain, run down; be washed away; float, drift; wander; be forfeited, be foreclosed; lapse; incline to; be swayed by; (years) pass. dash, pour, sluice, let run out, flush; set adrift; spill; shed (tears); wash away, wash off; forfeit, foreclose; exile; cruise (taxis)	2	29
置	13	4	形声 Phonetic	3	チ、お-く		chi	o(ku)	place, put, set, deposit, lay; leave behind; keep, have, leave; establish; employ; appoint; post, station; pawn; skip (one day). be formed (dew)	place, put, set, deposit, lay; leave behind; keep, have, leave; establish; employ; appoint; post, station; pawn; skip (one day). be formed (dew)	17	17
必	5	4	象形 Pictographic	3	ヒツ、かなら-ず		hitsu	kanara(zu)	certainly	certainly, positively, invariably	1	3
水	4	1	象形 Pictographic	5	スイ、みず		sui	mizu	water; ice water; Wednesday	water	3	1
被	10	7	形声 Phonetic	2	ヒ、こうむ-る	かず、かぶ	hi	koomu(ru)	receiving	get, receive, sustain (an injury), be subjected to (criticism)	1	4
式	6	3	会意 Com. Ideographic	3	シキ	ショク、のり	shiki	-	ceremony, rite, function; method, system; style, form, type, plan; formula, expression (in math); model; law; standard	-	14	0
格	10	5	形声 Phonetic	3	カク、[コウ]		kaku, [koo]	-	status, rank; capacity, character; standard; a rule; a case (in law); case (in grammer)	-	8	0
賞	15	4	形声 Phonetic	2	ショウ		shoo	-	prize, reward, praise	-	3	0
演	14	5	形声 Phonetic	3	エン		en	-	perform, play, act, enact, render, stage, put on	-	7	0
側	11	4	形声 Phonetic	3	ソク、がわ	そば	soku	gawa	lean to one side, oppose, look aside, regret	a side; surroundings; (watch) case	4	3
二	2	1	指事 Ideographic	5	ニ、ふた、ふた-つ	ジ	ni	futa, futa(tsu)	two, second	two	2	1
負	9	3	会意 Com. Ideographic	3	フ、ま-ける、ま-かす、お-う		fu	ma(keru), ma(kasu), o(u)	negative, minus; minus sign	be defeated; get the worst of it; be overcome with; yield to; be inferior to; lower the price; be poisoned with lacquer. overcome, outrival, defeat. bear, carry on the back; owe; assume, bear (a responsibility); be accused of; sustain (an injury)	3	17
勢	13	5	会意 Com. Ideographic	2	セイ、いきお-い	セ、ゼ	sei	ikio(i)	energy; military strength	force, vigor, energy, spirit, life; authority, influence, power, might; impetus; course (of events), tendency; necessarily	2	13
両	6	3	象形 Pictographic	3	リョウ		ryoo	-	old Japanese coin; both; two; vehicle counter	-	4	0
三	3	1	指事 Ideographic	5	サン、み、み-つ、みっ-つ		san	mi, mi(tsu), mit(tsu)	three	three	1	1
状	7	5	形声 Phonetic	3	ジョウ		joo	-	condition, circumstances; form, appearances; letter	-	5	0
送	9	3	形声 Phonetic	4	ソウ、おく-る		soo	oku(ru)	sending	send, ship; transmit; remit; see off; see home, escort; spend (one's) time, live (a life); add	1	10
五	4	1	仮借 Loan	5	ゴ、いつ、いつ-つ		go	itsu, itsu(tsu)	five	five; five years old	1	2
断	11	5	会意 Com. Ideographic	3	ダン、た-つ、ことわ-る		dan	ta(tsu), kotowa(ru)	decision, judgment; cutting	sever, cut off; shut off, interrupt; abstain from; eradicate; suppress. decline, refuse; apologize; give notice; warn; dismiss; prohibit	3	14
費	12	4	形声 Phonetic	3	ヒ、つい-やす、つい-える		hi	tsui(yasu), tsui(eru)	expenses, cost	spend, consume, waste. become less; be wasted	2	5
参	8	4	会意 Com. Ideographic	3	サン、まい-る		san	mai(ru)	three; going; coming; visiting	go; come; call, visit; visit a shrine; be defeated; be nonplussed; be madly in love; die	4	9
放	8	3	会意 Com. Ideographic	3	ホウ、はな-す、はな-つ、はな-れる、ほう-る	いた	hoo	hana(su), hana(tsu), hana(reru), hoo(ru)	set free, release, fire, shoot; circulate (rumors); emit, give out; set fire to; banish	set free, release, fire, shoot; circulate (rumors); emit, give out; set fire to; banish. let go, disengage; liberate. free oneself from. throw, hurl, toss; give up; neglect; let alone	9	19
広	5	2	形声 Phonetic	4	コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる		koo	hiro(i), hiro(maru), hiro(meru), hiro(garu), hiro(geru)	spread out, extend, reach to	spread out, extend, reach to. expand, enlarge, widen; unfurl; open (arms of a package), stretch, spread. be diffused, prevail, be propagated, prevade, be circulated, become popular. enlargel; disseminate; popularize; advertise, introduce, announcement, advertisement. wide, broad, extensive, spacious	3	27
収	4	6	会意 Com. Ideographic	3	シュウ、おさ-める、おさ-まる		shuu	osa(meru), osa(maru)	income	obtain, reap; dedicate, consecrate; pay; supply; store; finish; collect; restore, replace; accept (a present); bury, gather; rally (troops); sheathe (the sword). be paid; be restored; stay (in the stomach); look composed; be contented; be satisfied; be settled	1	23
育	8	3	会意 Com. Ideographic	3	イク、そだ-つ、そだ-てる、はぐく-む		iku	soda(tsu), soda(teru), haguku(mu)	be raised, be brought up, grow, grow up	be raised, be brought up, grow, grow up; raise, rear, bring up	4	7
町	7	1	形声 Phonetic	4	チョウ、まち		choo	machi	town; block; street; 2.45 acres; 119 yards	town; quarters; street	5	3
補	12	6	形声 Phonetic	2	ホ、おぎな-う	フ	ho	ogina(u)	assistant, learner	supply, make good, make up (losses), stop (a gap), offset, piece out; compensate for; supplement	2	8
与	3	7	会意 Com. Ideographic	3	ヨ、あた-える	あずか、くみ	yo	ata(eru)	give, award, impart, provide, allot, cause (pain or damage)	give, award, impart, provide, allot, cause (pain or damage)	6	6
起	10	3	形声 Phonetic	4	キ、お-きる、お-こる、お-こす	た	ki	o(kiru), o(koru), o(kosu)	get up, rise, awake; occur; (a fire) is kindled	get up, rise, awake; occur; (a fire) is kindled; raise up, set up, pick up (someone); open, begin; promote, organize; generate; get sick; awaken; establish; plow; kindle (a fire); happen; break out; originate in; rise, flourish, spring up; be produced; have an attack of	5	26
平	5	3	会意 Com. Ideographic	3	ヘイ、ビョウ、たい-ら、ひら	ヒョウ、ピョウ	hei, byoo	tai(ra), hira	level, peaceful	flat, smooth; calm; a plain; sitting tailor fashion. earnestly, humbly. common, ordinary	2	9
楽	13	2	象形 Pictographic	4	ガク、ラク、たの-しい、たの-しむ		gaku, raku	tano(shii), tano(shimu)	music; comfort, ease, relief; pleasure; concluding program	enjoy; amuse oneself; anticipate; merry, pleasant, cheerful, joyful	6	7
院	10	3	形声 Phonetic	4	イン	エン	in	-	mansion; temple; palace; hospital; school; institution; congress; ex-emperor	-	8	0
違	13	7	形声 Phonetic	3	イ、ちが-う、ちが-える	たが	i	chiga(u), chiga(eru)	differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation)	differ, vary; disagree with; be mistaken; cross or pass (someone); No (negation); change, alter, disguise; make a mistake; break (a promise); sprain, dislocate; cross (two sticks)	6	14
割	12	6	形声 Phonetic	3	カツ、わ-る、わり、わ-れる、さ-く	き	katsu	wa(ru), wari, wa(reru), sa(ku)	divide, cut, halve; separate; split, rip; break, crack, smash; dilute	divide, break, rate, percentage	10	19
着	12	3	形声 Phonetic	4	チャク、[ジャク]、き-る、き-せる、つ-く、つ-ける		chaku, [jaku]	ki(ru), ki(seru), tsu(ku), tsu(keru)	arrival, finish (in a race); race counter	put on, wear. clothe, dress; cover, plate, coat, gild; veneer; blame for, impute a crime to. arrive at, reach, attain to	3	14
供	8	6	形声 Phonetic	3	キョウ、[ク]、そな-える、とも		kyoo, [ku]	sona(eru), tomo	offer, present, submit; serve (a meal); supply	offer, sacrifice, dedicte; attendant, companion, retinue	5	6
研	9	3	形声 Phonetic	4	ケン、と-ぐ	みが	ken	to(gu)	sharpen, grind, scour, hone, polish; wash (rice)	sharpen, grind, scour, hone, polish; wash (rice)	6	6
海	9	2	形声 Phonetic	4	カイ、うみ		kai	umi	sea, ocean	sea, ocean	2	2
警	19	6	形声 Phonetic	3	ケイ	キョウ	kei	-	admonish, warn, prohibit	-	3	0
工	3	2	象形 Pictographic	4	コウ、ク	たくみ	koo, ku	-	artisan, mechanic; manufacture; work	-	4	0
防	7	5	形声 Phonetic	2	ボウ、ふせ-ぐ	ホウ	boo	fuse(gu)	defend, protect; resist; keep away, shut out, ward off; prevent	defend, protect; resist; keep away, shut out, ward off; prevent	7	7
算	14	2	会意 Com. Ideographic	2	サン		san	-	divining (block); calculation; number; abacus; plan; probability	-	6	0
税	12	5	形声 Phonetic	2	ゼイ		zei	-	tax, duty	-	2	0
争	6	4	会意 Com. Ideographic	3	ソウ、あらそ-う		soo	araso(u)	dispute, argue; be at variance; compete	dispute, argue, be at variance, compete	4	4
落	12	3	形声 Phonetic	3	ラク、お-ちる、お-とす		raku	o(chiru), o(tosu)	fall, drop, come down, go down; drip; collapse, cave in; sink; fail (in exams); be missing; come off, come out; flee; lose popularity; abate; flow into; be inferior; fall unconscious; fade; be captured, be carried away by	fall, drop, come down, go down; drip; collapse, cave in; sink; fail (in exams); be missing; come off, come out; flee; lose popularity; abate; flow into; be inferior; fall unconscious; fade; be captured, be carried away by. let fall; throw down; throw (a shadow); miss (a ball), fumble; lose; capture; omit; degrade; depreciate, detract from; decrease; make worse; drive away, exorcise; leave behind; knock down (an article); cause abortion; entrap; end (a story) with a punch; remove (stains)	21	42
何	7	2	形声 Phonetic	5	カ、なに、[なん]	いず	ka	nani, [nan]	what	what	1	1
医	7	3	会意 Com. Ideographic	4	イ		i	-	medicine, the healing art; doctor	-	3	0
聞	14	2	形声 Phonetic	5	ブン、モン、き-く、き-こえる		bun, mon	ki(ku), ki(koeru)	hear, listen to; learn of; inquire; follow advice	hear, listen to; learn of; inquire; follow advice. be heard; sound, ring, seem; be well known; be reasonable	5	11
消	10	3	形声 Phonetic	3	ショウ、き-える、け-す		shoo	ki(eru), ke(su)	extinguish, blow out; turn off, erase, cross out; neutralize (odors or poisons); deaden (noise); cancel (in fractions)	extinguish, blow out; turn off, erase, cross out; neutralize (odors or poisons); deaden (noise); cancel (in fractions). be extinguished; melt away; disappear, die out; wear away; burst (as a bubble)	8	14
談	15	3	形声 Phonetic	3	ダン		dan	-	conversation, talk	-	2	0
親	16	2	会意 Com. Ideographic	4	シン、おや、した-しい、した-しむ	ちか	shin	oya, shita(shii), shita(shimu)	intimacy; parents; relative	parent; dealer (in card games); banker (in gambling). intimate, familiar, friendly. be intimate with; have a liking for; take habitually	3	9
店	8	2	形声 Phonetic	4	テン、みせ	たな、だな	ten	mise	shop, store	shop, store, booth	2	3
担	8	6	形声 Phonetic	2	タン、かつ-ぐ、にな-う		tan	katsu(gu), nina(u)	carry; raise	shoulder (a load). carry on the shoulder; bear a burden	2	3
術	11	5	会意 Com. Ideographic	3	ジュツ		jutsu	-	art, technique, skill; means; artifice, trick, stratagem; resources; magic, conjury	-	10	0
準	13	5	形声 Phonetic	2	ジュン		jun	-	apply correspondingly, correspond to, be proportionate to, conform to	-	4	0
空	8	1	形声 Phonetic	4	クウ、そら、あ-く、あ-ける、から	むな	kuu	sora, a(ku), a(keru), kara	air, sky; emptiness; vanity, unreality; hollow; void	become empty, be less crowded; empty; sky, heavens, air, weather, memory, absent-mindedness	7	9
各	6	4	会意 Com. Ideographic	2	カク、おのおの		kaku	onoono	each	each, every, either, respectively	1	4
難	18	6	会意 Com. Ideographic	3	ナン、かた-い、むずか-しい	ナ	nan	kata(i), muzuka(shii)	trouble, difficulty; accident, disaster; defect; criticism	impossible. hard, difficult; delicate; troublesome; doubtful; hopeless; stern; sullen; hard to please; serious; technical	6	12
展	10	6	会意 Com. Ideographic	2	テン	の	ten	-	expand	-	1	0
台	5	2	会意 Com. Ideographic	4	ダイ、タイ	うてな	dai, tai	-	stand, pedestal, rack, table, dais, bench, block; holder, support; mounting, setting	-	11	0
線	15	2	形声 Phonetic	2	セン		sen	-	line; track, route, wire	-	4	0
究	7	3	形声 Phonetic	4	キュウ、きわ-める	ク	kyuu	kiwa(meru)	investigate thoroly, master; carry to extremes	investigate thoroly, master; carry to extremes	3	3
病	10	3	形声 Phonetic	4	ビョウ、[ヘイ]、や-む、やまい	うれ	byoo, [hei]	ya(mu), yamai	get sick, be sick, suffer from	get sick, be sick, suffer from. illness; bad habit; weakness; passion	3	7
残	10	4	形声 Phonetic	3	ザン、のこ-る、のこ-す		zan	noko(ru), noko(su)	remainder; balance	remain, be left over; stay, linger; survive. leave behind; keep back; leave undone; reserve; save, amass; bequeath	2	12
念	8	4	形声 Phonetic	3	ネン		nen	-	sense, idea, thought; feeling; desire; concern, attention, care	-	8	0
